time_added,resolved_title,resolved_url,excerpt
2022-02-26,I’m learning to live with the guilt of my organ donor’s death | Carly-Jay Metcalfe,https://www.theguardian.com/commentisfree/2022/feb/27/im-learning-to-live-with-the-guilt-of-my-organ-donors-death,"Through me, my donor lives on. And though I feel culpable for simply being alive, I have finally come to realise that striving to live well is the ultimate act of loveOn New Year’s Day 1998 – the day after my 21st birthday – when I go on the list for a double lung transplant, I’m conscious of three certainties. The first is that without a transplant, I will die, and I will die soon. More than once, I’d felt the breath of my friends’ departures, the camber of their spirit winding down and the sad predictability of history repeating. Ever since I can remember, I’ve known that this is how my life would be – sitting with the dying, seeing out the living, watching over the dead.The second certainty is that organ donation is the ultimate act of love. It’s peak altruism, kindness on the grandest scale; it’s all that is good about humanity."
2022-02-25,My mother’s death came faster because of dreadful care. Our governments failed her,https://www.theguardian.com/australia-news/commentisfree/2022/feb/26/my-mothers-death-came-faster-because-of-dreadful-care-our-governments-failed-her,"Why was a woman of 77 with cancer forced to live in a decrepit caravan park? Where were the social workers and home-care support services?Our mother passed away this month.She was diagnosed with breast cancer five years ago. In 2021, it spread to her bones. That part I didn’t know. She kept it from me and my siblings. I guess she was trying to protect us. She’d started a new course of immunotherapy to bring the cancer under control. I can’t imagine the despair she felt when the oncologist told her the treatment had failed."
2022-02-24,A stranger who lived in a van gave me money – and some incredible life advice | Brigid Delaney,https://www.theguardian.com/commentisfree/2022/feb/25/a-stranger-who-lived-in-a-van-gave-me-money-and-some-incredible-life-advice,"More was surplus, and so this woman gave away what she didn’t need. And giving made her happyI’d never done a reverse park before, and in the empty train station car park, my instructor directed me to reverse in beside the only other car in the area – a grey van.Reverse parking is horrible. I don’t understand why anyone would do it when they can forward park. As I squeezed in beside the van (the equivalent of sitting right next to someone in an empty train carriage), I noticed a hand adjusting the curtains in the back window."
2021-11-29,How far-right extremist groups face exposure from army of hacktivists,https://www.theguardian.com/world/2021/nov/29/far-right-extremist-groups-data-breach-hackers,"Data leaks and breaches by so-called ‘ethical hackers’ – often assisted by poor security practices – have exposed inner workings of groups and the nature of the movement as a wholeThroughout 2021, websites associated with far-right extremist groups and extremist-friendly platforms and hosts have suffered from data leaks and breaches that have exposed the inner workings of far-right groups, and the nature of the movement as a whole.The data has been exfiltrated in breaches engineered by so-called “ethical hackers” – often assisted by poor security practices from website administrators – and by activists who have penetrated websites in search of data and information."
2022-02-25,The Coalition’s push for a single-sex sport law isn’t about sport or even politics – only cruelty | Van Badham,https://www.theguardian.com/commentisfree/2022/feb/25/the-coalitions-push-for-single-sex-sport-law-isnt-about-sport-or-even-politics-only-cruelty,"What Scott Morrison calls a ‘terrific’ bill is really the Liberals trying to legalise discrimination and pretend it’s got something to do with women’s equalityThis close to an Australian election, I’m as surprised as anyone to learn the government is staking out campaign space on the issue of equality in women’s sport.This isn’t because Australians don’t like sport – we do! Or because there are no women here – there are plenty! Just look at all the ones who marched around the country last year!"
2022-02-22,Watching mother-daughter relationships through health and sickness gives me hope for mine | Ranjana Srivastava,https://www.theguardian.com/commentisfree/2022/feb/22/watching-mother-daughter-relationships-through-health-and-sickness-gives-me-hope-for-mine,"Today, I watch my teenage daughter employ the full extent of her empathy and humanity in a way I didn’tOn the morning of my daughter’s birthday, I am seeing patients. Today, they happen to be all women and, as the day unfolds, I realise that it is an unplanned window into the mother-daughter relationship.My first patient, at 90, is gleeful that she feels nowhere as bad as her scans dictate. A dancer, she insists on exercise as being the secret of her longevity. That, and her tight relationship with her daughter who is her “walking and talking partner”. When she tells me that this daughter increases her enjoyment of an already contented life, I melt."
2022-02-15,"Bunbury, WA – just one of Australia’s many places named after the killers of Indigenous people | Paul Daley",https://www.theguardian.com/australia-news/postcolonial-blog/2022/feb/15/bunbury-wa-just-one-of-australias-many-places-named-after-the-killers-of-indigenous-people,"A start has been made in righting some of the egregious wrongs of the nation’s nomenclature, but there’s far to goJust who is remembered, even eulogised, in the nomenclature of place is becoming one of the most burning questions at the heart of 21st-century public history.No less vexed than the so-called “statue” wars that flare up intermittently across the world (not least in the United States over confederate “heroes”, in the UK over slavers and here, in Australia, over murdering colonisers) are place names given to towns and other landmarks."
2022-02-22,Scott Morrison’s China gambit is a Hail Mary from a flailing leader trying to galvanise fear | Peter Lewis,https://www.theguardian.com/australia-news/commentisfree/2022/feb/22/scott-morrisons-china-gambit-is-a-hail-mary-from-a-flailing-leader-trying-to-galvanise-fear,"The majority of Australians support a position which is the polar opposite to the government’s current tub-thumping on national securityEssential poll: More voters trust Labor than Coalition to manage Australia-China relationshipFollow our Australia news live blog for the latest updatesGet our free news app; get our morning email briefing Scott Morrison’s efforts to politicise Australia’s complex relationship with China seems to be further soiling his own flagging reputation.Like a bull in the proverbial, he has spent the past fortnight bombarding the airwaves with hastily googled dossiers and cold war-era panics to suggest an Albanese government would become an antipodean branch office of the Beijing Politburo."
2022-02-20,The hundreds who've died this year in Australia nursing homes deserve justice at the election | Jeff Sparrow,https://www.theguardian.com/commentisfree/2022/feb/20/could-this-be-the-aged-care-election-its-not-quite-so-simple,"The Morrison government has wreaked carnage in the sector but without an alternative it may not matter at the polling boothWill this be the aged care election?One would like to think so, given the carnage the federal government has wreaked in the sector."
2022-02-25,Magpies: courageous heroes or little feathery bastards? | First Dog on the Moon,https://www.theguardian.com/commentisfree/2022/feb/25/magpies-courageous-heroes-or-little-feathery-bastards,Australia’s favourite bird has ruined a plan by well meaning yet gormless bird scientists to invade their privacySign up here to get an email whenever First Dog cartoons are publishedGet all your needs met at the First Dog shop if what you need is First Dog merchandise and prints
2022-02-28,Amid despair and cynicism the AFLW’s Indigenous round was painfully poignant | Rana Hussain,https://www.theguardian.com/sport/2022/feb/28/amid-despair-and-cynicism-the-aflws-indigenous-round-was-painfully-poignant,"This year’s round showed a willingness to come to the party, if not to stick around for the clean upThis week, standard sports commentary and common lexicon has seemed extra jarring and ill advised. The idea of teams “battling” each other feels suddenly insensitive. The Hawthorn Football Club women’s football department welcomed two new players to their “army” this week and the Richmond Football Club continued its usual calls to engage the “Tiger Army”. I cringed at the social media posts of actual armies marching into actual battle that ran alongside footy tweets in my timeline.It’s a strange time to be a sports fan. Around the world sporting organisations scramble to manage the fallout from Russia’s invasion of Ukraine. Matches have been cancelled or boycotted, tournaments are being moved and club owners are stepping down. Sport has always been a mirror reflecting the complex nature of our world – and our politics."
2022-02-24,The need for Indigenous Australians to be their own narrators is more important than ever | Will Cooper for IndigenousX,https://www.theguardian.com/commentisfree/2022/feb/25/the-need-for-indigenous-australians-to-be-their-own-narrators-is-more-important-than-ever,"Social media has allowed community to tell their stories their way, but non-mob must recognise cultural growth and adaption as well as traditionInclusion and visibility have become major buzzwords in a post-Black Lives Matter world. While these issues always existed, it took developments on a global scale to make everyone stop and reflect.The reaction across the world was loud and all over social media. Local mob couldn’t believe Australians were suddenly becoming vocal for something that had been in their back yards the entire time."
2022-02-17,"Cultural birthing practices are what Indigenous women need, it’s time we invested | Melanie Briggs for IndigenousX",https://www.theguardian.com/commentisfree/2022/feb/17/cultural-birthing-practices-are-what-indigenous-women-need-its-time-we-invested,"Birthing on country and Aboriginal community-controlled services put culture at the centre of health and wellness which means better outcomesIndigenous women have been birthing since time immemorial, when the lands were pure and the dreaming stories were a reality. Birthing is the first ceremonial journey we go through to leave the spirit world to come into the physical world. Our connection to our ancestors and our culture provides our people with a sense of belonging and grounds our ways of knowing, being and doing.For thousands of years Indigenous women have used traditional birthing medicines and methods while caring for women in labour, birth and postpartum periods. A continuation of thousands of years of knowledge that has been diluted and overtaken by the western models of medical care. The dispossession of traditional Indigenous birthing methodologies has led to the loss of cultural birthing practices, languages and self-determination of the oldest living peoples on the planet. But we are still here and not defeated!"
2022-02-11,Government still fighting high court battle for power to deport Indigenous Australians from their own country | Claire Gibbs,https://www.theguardian.com/commentisfree/2022/feb/11/government-still-fighting-high-court-battle-for-power-to-deport-indigenous-australians-from-their-own-country,"Morrison government aims to reverse landmark ruling affirming “deeper truth” of unique Indigenous connection to countryOn this day (11 February) two years ago, after the landmark high court decision in Love v The Commonwealth, I made a phone call that I will never forget.I raced outside the courtroom in Canberra to call my client Brendan Thoms, a Gunggari man and native title holder who was being held in immigration detention in Brisbane.Sign up to receive an email with the top stories from Guardian Australia every morning"
2022-02-28,Many predicted Nato expansion would lead to war. Those warnings were ignored | Ted Galen Carpenter,https://www.theguardian.com/commentisfree/2022/feb/28/nato-expansion-war-russia-ukraine,"It has long been clear that Nato expansion would lead to tragedy. We are now paying the price for the US’s arroganceRussia’s military offensive against Ukraine is an act of aggression that will make already worrisome tensions between Nato and Moscow even more dangerous. The west’s new cold war with Russia has turned hot. Vladimir Putin bears primary responsibility for this latest development, but Nato’s arrogant, tone‐​deaf policy toward Russia over the past quarter‐​century deserves a large share as well. Analysts committed to a US foreign policy of realism and restraint have warned for more than a quarter‐​century that continuing to expand the most powerful military alliance in history toward another major power would not end well. The war in Ukraine provides definitive confirmation that it did not.Ted Galen Carpenter is senior fellow for defense and foreign policy studies at the Cato Institute. Carpenter served as Cato’s director of foreign policy studies from 1986 to 1995 and as vice-president for defense and foreign policy studies from 1995 to 2011This piece originally appeared in 19fortyfive"
2022-02-28,The Guardian view on refugees from Ukraine: waive the restrictions | Ukraine,https://www.theguardian.com/commentisfree/2022/feb/28/the-guardian-view-on-welcoming-refugees-from-ukraine-britain-must-do-more,"The government’s visa restrictions for those fleeing Putin’s war need to be ditchedSpeaking on Sunday at the Ukrainian Catholic Cathedral of the Holy Family in London, Boris Johnson referenced the parable of the Good Samaritan, as he emphasised Britain’s solidarity with a people under vicious and sustained military assault. “We in the UK,” Mr Johnson told the congregation, “cannot shut our eyes and pass by on the other side.”But when it comes to playing its part in mitigating the plight of hundreds of thousands of Ukrainian refugees seeking sanctuary in the west, the government is abjectly failing to live up to Mr Johnson’s rhetoric. The ongoing refusal to abandon visa restrictions for Ukrainians, as one of the gravest refugee crises since the second world war unfolds on European soil, cannot stand. It is at odds with the moral urgency of the moment, and utterly at odds with the mood of the country: according to the latest YouGov poll, more than six out of 10 Britons support safe routes to resettle those fleeing the Russian invasion, including a majority of both Conservative and Labour voters."
2022-03-01,More than 70 Ukrainian soldiers killed in Russian attack on base near Kharkiv,https://www.theguardian.com/world/2022/mar/01/fears-of-bloody-fight-for-kyiv-as-huge-russian-army-convoy-gathers-on-outskirts,"Rescuers searching rubble of base in Okhtyrka in eastern Ukraine as Russian forces gather outside Kyiv  Russia-Ukraine war – latest updatesMore than 70 Ukrainian soldiers have been killed in Okhtyrka, a city between Kharkiv and Kyiv, after a Russian strike on a military base.The region’s head, Dmytro Zhyvytskyy, posted photographs on Telegram of the charred shell of a four-storey building and rescuers searching rubble following Monday’s strike."
2022-03-01,Ukraine: what we know on day six of Russia’s invasion,https://www.theguardian.com/world/2022/mar/01/ukraine-what-we-know-day-six-russia-invasion,"Rocket attacks on the city of Kharkiv have left several civilians dead, as the ICC launches an investigation into possible war crimes Russia-Ukraine war latest developments: follow live updates"
2022-02-28,ICC prosecutor to investigate possible war crimes in Ukraine,https://www.theguardian.com/world/2022/feb/28/ukraine-russia-belarus-war-crimes-investigation-the-hague,"Karim Khan says that although Ukraine isn’t a member of the ICC, it has awarded jurisdiction to the courtRussia-Ukraine crisis: live newsThe prosecutor of the international criminal court (ICC) in The Hague has announced that he will launch an investigation into possible war crimes or crimes against humanity in Ukraine.Karim Khan said that although Ukraine was not a member of the ICC, it had awarded jurisdiction to the court. He said that there was grounds to open an investigation based on a previous preliminary investigation on Crimea and the Donbas published last year, and on current events in Ukraine."
2022-03-01,‘Horrendous’ rocket attack kills civilians in Kharkiv as Moscow ‘adapts its tactics’,https://www.theguardian.com/world/2022/feb/28/ukraine-several-killed-by-russian-rocket-strikes-in-civilian-areas-of-kharkiv,"Footage shows dozens of Grad missiles raining down on centre of Ukraine’s second biggest cityRussia-Ukraine crisis: live newsAt least nine people have been killed and 37 injured after Russian forces launched multiple rocket strikes on the eastern Ukrainian city of Kharkiv in what appeared to mark a change in tactics by Moscow towards bombing civilian areas.The city’s mayor, Ihor Terekhov, said the toll included the deaths of three children."
2022-02-28,Godfather of Vladimir Putin’s daughter among latest names on EU sanctions list,https://www.theguardian.com/world/2022/feb/28/man-known-as-putins-wallet-among-latest-names-on-eu-sanctions-list,"Sergei Roldugin, 71, formerly a high-profile orchestra cellist, is one of 26 new additions to 680-strong listUkraine-Russia crisis: live updatesA Russian oligarch, who is part of a financial network known as ‘Putin’s wallet’ in Moscow, according to the EU, is one of 26 businessmen, officials and military figures who have been added to the bloc’s expanding sanctions list.Sergei Roldugin, 71, the former principal cellist of the Kirov Opera Theatre’s orchestra in the 1980s and godfather to Putin’s eldest daughter, Maria, is among those who it is claimed are threatening the territorial integrity of Ukraine."
2022-03-01,What are thermobaric weapons and how do they work?,https://www.theguardian.com/world/2022/mar/01/what-are-thermobaric-weapons-and-how-do-they-work,"The ‘vacuum bomb’, which Ukraine says the Russians have used in the invasion, ignites a fireball that sucks in all surrounding oxygen  Ukraine invasion: latest updatesFears have risen over the use of thermobaric weapons by Russia after the Ukrainian ambassador to the US said a vacuum bomb – another term for the weapon – had been used during the invasion.The use of such weapons, which suck in oxygen from the surrounding air to generate a high-temperature explosion, has yet to be independently confirmed, though footage from Ukraine has shown thermobaric rocket launchers on Russia’s TOS-1 vehicles."
2022-03-01,Flood of Russian misinformation puts tech companies in the hot seat,https://www.theguardian.com/media/2022/feb/28/facebook-twitter-ukraine-russia-misinformation,"With Facebook and other platforms key to spreading news from Ukraine, officials and activists urge broader crackdownMillions of people are flocking to platforms such as Facebook, TikTok and Twitter for round-the-clock updates the Russian invasion of Ukraine – renewing scrutiny of the outsized role that tech companies play in disseminating news of war.Social media has long been instrumental in distributing frontline footage, but Ukraine presents a new scale of global conflict for private platforms to navigate."
2022-03-01,Nasa explores how to keep international space station in orbit without Russian help,https://www.theguardian.com/science/2022/mar/01/nasa-explores-how-to-keep-international-space-station-in-orbit-without-russian-help,"Space agency says Northrop Grumman and SpaceX could assist after Russia raises prospect of pulling out over sanctions punishing its invasion of UkraineUkraine Russia news: latest updatesNasa is exploring ways to keep the international space station in orbit without Russian help, but doesn’t see any immediate signs Moscow is withdrawing from the collaboration after the invasion of Ukraine.The US side of the international space station (ISS) supplies power and life support, Russia is responsible for propulsion and keeping the station afloat: it does this by using docked Progress spacecraft to periodically give the station a boost to maintain its altitude of approximately 400km (250 miles)."
2022-03-01,Ballina flood: residents of NSW coastal town face tense night as flood peak expected to coincide with high tide,https://www.theguardian.com/australia-news/2022/mar/01/ballina-flood-evacuation-emergency-orders-issued-for-nsw-coastal-town-as-waters-rise,"Flood waters from the Richmond River catchment are expected to reach Ballina on Tuesday nightNSW and Qld floods live updates – latest eastern Australia flood newsLismore man saves 16 people and five dogs after losing his own homeFlash flood warning for parts of Sydney and nearby districts as wild weather moves southHow the unprecedented Queensland and NSW floods unfoldedGet our free news app; get our morning email briefingResidents of the north coast town of Ballina are preparing for a tense night as floodwaters from two saturated catchments converge on the town, following a week of heavy rainfall that has caused devastating flooding and cost nine lives across southeast Queensland and Northern NSW.The State Emergency Service issued an evacuation order for the town centre on Tuesday afternoon, directing people there to leave by no later than 7pm."
2022-03-01,Sacramento church shooting: three children among five dead,https://www.theguardian.com/us-news/2022/mar/01/sacramento-church-shooting-children-among-dead,"The shooting took place on Monday evening in the city of Sacramento, in the state’s northA man shot and killed his three children and a chaperone before turning the gun on himself at a church in California’s state capital on Monday, authorities said.Deputies had been called to the church in the Arden-Arcade neighborhood of Sacramento on Monday evening after a church employee had heard gunshots and called 911, said Sgt. Rod Grassmann with the Sacramento county sheriff’s office."
2022-02-28,"Muscle strengthening lowers risk of death from all causes, study shows",https://www.theguardian.com/society/2022/feb/28/muscle-strengthening-lowers-risk-of-death-from-all-causes-study-shows,"Half an hour a week of activities such as gardening, sit-ups or yoga could help reduce the risk of dying from any cause by a fifthHalf an hour of muscle strengthening activity such as lifting weights, push-ups or heavy gardening each week could help reduce the risk of dying from any cause by as much as a fifth, according to a new global analysis of studies conducted over three decades.Health guidelines recommend muscle strengthening activities, primarily because of the benefits for musculoskeletal health. Previous research has indicated a link to a lower risk of death, but until now experts did not know what the optimal “dose” might be."
2022-03-01,"Tyrannosaurus rex may have been three species, scientists say",https://www.theguardian.com/science/2022/mar/01/tyrannosaurus-rex-may-have-been-three-species-scientists-say,"Experts say there is enough variation in samples to argue there was also a Tyrannosaurus imperator and a reginaWith its immense size, dagger-like teeth and sharp claws, Tyrannosaurus rex was a fearsome predator that once terrorised North America. Now researchers studying its fossils have suggested the beast may not have been the only tyrannosaurus species.Experts studying remains thought to belong to T rex have suggested their variation shows evidence of not one species but three."
2022-03-01,"Viewers of online abuse at high risk of contacting children directly, study finds",https://www.theguardian.com/global-development/2022/mar/01/online-sexual-abuse-viewers-contacting-children-directly-study,"Darknet survey finds 42% sought contact after watching sexual abuse online, with escalating porn habits driving users to illegal materialThe largest ever survey on the thoughts and behaviours of people who watch child sexual abuse material (CSAM) online has found significant evidence that those who watch illegal material are at high risk of going on to contact or abuse a child directly.Nearly half (42%) of respondents to the survey, the first of its kind, said they had sought direct contact with children through online platforms after viewing CSAM, and 58% reported feeling afraid that viewing CSAM might lead to them committing abuse in person."
2022-03-01,China rattled by calls for Japan to host US nuclear weapons,https://www.theguardian.com/world/2022/mar/01/china-rattled-by-calls-for-japan-to-host-us-nuclear-weapons,"Influential former prime minister Shinzo Abe called for Tokyo to consider hosting US nuclear weapons in the wake of Russia’s invasion of Ukraine China has reacted angrily to calls by Japan’s influential former prime minister, Shinzo Abe, for Tokyo to consider hosting US nuclear weapons in the wake of Russia’s invasion of Ukraine and rising concern over Chinese aggression towards Taiwan.Abe, who presided over record defence budgets before resigning in 2020, said Japan should cast off taboos surrounding its possession of nuclear weapons following the outbreak of war in Europe."
2022-02-28,Trump appeals ruling requiring him to testify in New York investigation,https://www.theguardian.com/us-news/2022/feb/28/donald-trump-appeals-testify-new-york-investigation,"Lawyers argue ordering Trump and two children to testify is a violation because answers could be used in a parallel investigationDonald Trump has appealed a judge’s decision requiring he answer questions under oath in New York state’s civil investigation into his business practices – a widely expected move that’s likely to prolong the fight over his testimony by months.Lawyers for the former president and his two eldest children filed papers on Monday with the appellate division of the state’s trial court, seeking to overturn Manhattan judge Arthur Engoron’s 17 February ruling."
2022-02-28,Bodies missing after Mexican drug cartel massacre caught on video,https://www.theguardian.com/world/2022/feb/28/mexico-men-disappeared-drug-cartel,"Prosecutors say they cannot determine how many were killed because attackers cleaned up the scene and removed any bodiesMexicans have been left wondering what happened to about a dozen men who disappeared after they were seen lined up against a wall by drug cartel gunmen.In a video apparently filmed by a resident of the town San José de Gracia in the western state of Michoacán and posted on social media, bursts of gunfire broke out and smoke covered the scene."
2022-03-01,Cartier sues Tiffany & Co for allegedly stealing trade secrets,https://www.theguardian.com/us-news/2022/feb/28/cartier-tiffany-co-lawsuit,"Cartier accused Tiffany & Co of hiring an underqualified manager to learn of their ‘High Jewelry’ collectionCartier sued Tiffany & Co on Monday, accusing its luxury rival of stealing trade secrets concerning its high-end jewelry from an employee it lured away in December.According to a complaint filed in a New York state court in Manhattan, Tiffany hired away an underqualified junior manager to learn more about Cartier’s “High Jewelry” collection, where pieces typically cost $50,000 to $10m."
2022-02-28,"Pfizer vaccine significantly less effective in children ages five to 11, study shows",https://www.theguardian.com/society/2022/feb/28/pfizer-vaccine-less-effective-children-ages-five-to-11-data,"Strikingly higher rates of decline in effectiveness for younger children suggest the lower dose they receive may be the reasonThe Pfizer/BioNTech Covid-19 vaccine is less effective in children aged five to 11 than in adolescents and adults, according to new data from New York state health officials.The new research was announced shortly after federal authorities relaxed masking guidance and a day after Eric Adams, the mayor of New York, said he would probably follow Governor Kathy Hochul in ending a mask mandate in city schools."
2022-02-28,"I didn’t break Covid rules when kissing aide, says Matt Hancock",https://www.theguardian.com/world/2022/feb/28/i-didnt-break-covid-rules-when-kissing-aide-says-matt-hancock-gina-coladangelo,"Ex-minister explains why he resigned last year after CCTV showed him embracing adviser Gina ColadangeloSee all our coronavirus coverageMatt Hancock has insisted that he broke only Covid guidelines rather than rules in kissing his aide and friend in his ministerial office, events that forced his resignation as UK health secretary after CCTV images of the clinch emerged.Hancock also said his decision to step down more than 24 hours after the pictures were published was made after people he knew and respected got in touch to remind him they had been unable to see dying relatives because of Covid regulations."
2022-03-01,"Pandemic, war and a rocky economy loom large over Biden’s first state of the union",https://www.theguardian.com/us-news/2022/feb/28/joe-biden-state-of-the-union-preview,"White House officials say president will steer conversation toward economic  progress rather than pessimismJoe Biden will deliver his first State of the Union address on Tuesday before a bitterly divided Congress, seeking to inspire a pandemic-weary nation deeply unhappy with its leaders and government, while projecting strength to the world after Russia unleashed the largest land war in Europe since the second world war.The prime-time address comes at a precarious moment for Biden and the world. Speaking in the House chamber, Biden will interrupt harrowing coverage of combat in a European capital, as evidence builds that Russian attacks are striking civilian areas and Russian president, Vladimir Putin, threatens nuclear war."
2022-03-01,"‘A brutalist hanging gardens of Babylon’ – the maddening, miraculous Barbican hits 40",https://www.theguardian.com/artanddesign/2022/mar/01/brutalist-hanging-gardens-babylon-maddening-miraculous-barbican-hits-40-mall,"Conceived as a utopian city within a city, the labyrinthine London landmark had a troubled path on its way to being hailed as an architectural icon. But is this world-class arts centre now in danger of being turned into a shopping mall?It looks like something from a wildly imaginative sci-fi comic, an impossible vision of worlds slamming into each other in a fantastical collage. Elevated walkways leap across the sky while a trio of towers rise up like serrated blades, their edges sawing at the clouds. Beneath them, fountains cascade and cafes spill across lush waterside terraces, while an art gallery and library jut out overhead. A tropical conservatory wraps around the top of a subterranean theatre, next to a cinema buried beneath a crescent of apartments. And the entire multilayered edifice floats above a 2,000-seat concert hall carved into the ground.This is no sci-fi comic, but a cutaway diagram of the Barbican arts centre dating from 1982, rendered in vivid orange, red and green. Somehow, this miraculous Escher-like wonder really did get built, and it hits 40 this month, with celebratory events and a handsome new book modestly titled Building Utopia."
2022-03-01,The show can’t go on: Russian arts cancelled worldwide,https://www.theguardian.com/world/2022/mar/01/the-show-cant-go-on-russian-arts-cancelled-worldwide,"Concerts, dance recitals and exhibitions have been postponed indefinitely after Vladimir Putin’s invasion of UkraineThe Russian invasion of Ukraine has prompted responses from the cultural sphere, with Russian artists and companies beginning to feel the repercussions of decisions taken by the Kremlin. Not only has Russia been stripped of two prestigious events – the Champions League men’s final and Formula One’s Russian Grand Prix –but an increasing number of performances by Russians are being cancelled worldwide."
2022-03-01,Roughly the size of Wales: four reflections on Welsh identity in the 21st century,https://www.theguardian.com/news/2022/mar/01/roughly-the-size-of-wales-four-reflections-on-welsh-identity-in-the-21st-century,"From addressing the grievances of history to making ancient music modern, four writers consider what it means to be Welsh todayHistory helps people feel they belong. This is why people can feel angry when history is reinterpreted or retold in ways that make them feel uncomfortable. And yet that is not always a bad thing, since so many comforting views of the past are deeply flawed. History should not just exist to serve the present, but to challenge it, too."
2022-03-01,"The hidden life of a courier: 13-hour days, rude customers – and big dreams",https://www.theguardian.com/society/2022/mar/01/the-hidden-life-of-a-courier-13-hour-days-rude-customers-and-big-dreams,"An army of drivers risked their health to get us goods during lockdown. But what is it like making deliveries while negotiating parking fines, traffic jams and spiralling costs?Abdul Khan has a dream. He wants to own a farm, or maybe a zoo. He will keep rabbits, sheep, cows, dogs, cats, horses and pigeons. There will be a guesthouse that he can rent out to tourists. He doesn’t mind where the farm is – in the UK or back home in Pakistan – as long as there is room for his animals. “I love all the animals,” he says. “Farming is a dream life. I would love it.”For now, Khan (not his real name) works in London as a courier for a delivery app. Khan, who is in his early 30s, didn’t expect to end up couriering. His plan was always to set up a business. He is a natural entrepreneur. When he was at school in Pakistan, he bought sandwiches and sold them for profit at a market. When he was studying business management, he sold sim cards at a train station. He was good at it – and it is not hard to see why. Khan is charming and charismatic, the sort of person who – as his mother-in-law always tells him – could sell sand to Arabs and ice to Inuit."
2022-02-28,The Batman review – Robert Pattinson’s emo hero elevates gloomy reboot,https://www.theguardian.com/film/2022/feb/28/the-batman-review-robert-pattinson,"Matt Reeves’ film is spectacular and well-cast but an intriguing saga of corruption devolves into a tiresome third actThat definite article means it’s the genuine article. Adding “the” to Batman’s name has become a huge part of the brand identity, a sign of how elemental and atavistic this shadowy figure is supposed to be. You can imagine some growly voice saying “the Batman” – but not Tom Holland putting on a deep baritone to say he’s “the Spider-Man”, or Henry Cavill booming he’s “the Superman” (although maybe you could have Billy Joel stride into a dark Gotham City bar to raspingly confront “the Piano Man”).Director and co-writer Matt Reeves has created a new Batman iteration in which Robert Pattinson reinvents billionaire Bruce Wayne as an elegantly wasted rock star recluse, willowy and dandyish in his black suit with tendrils of dark hair falling over his face; but Wayne magically trebles in bulk when he reappears in costume and mask as the Dark Knight, his whole being weaponised into a slab-like impassivity. And this of course is happening in the sepulchral vastness of Gotham City, the brutal and murky world which Christopher Nolan thrillingly pioneered with his Dark Knight trilogy and made indispensable for imagining Batman on screen."
2022-02-28,How we met: ‘I was trying to have a baby alone when we matched on a dating app’,https://www.theguardian.com/lifeandstyle/2022/feb/28/how-we-met-i-was-trying-to-have-a-baby-alone-when-we-matched-on-a-dating-app,"Emmy was on en route to Athens to try artificial insemination when she started chatting to Andy. Now they have a child togetherAfter turning 30 in 2018, Emmy made the life-changing decision to have a baby alone. “I had always really wanted children,” she says. “But when I did a fertility MOT, I discovered I had low egg reserves.” Single, and reluctant to wait for a suitable partner to come along, she began the process of IVF. “I naively thought it would work, but I had a couple of miscarriages in the early stages.”In February 2020, she travelled to Athens to try artificial insemination by a donor. “I’ve lived and worked in Greece and loved it. It was cheaper and I had friends to stay with,” she says. Before she landed, she matched on a dating app with a man from Liverpool called Andy, and they began to chat. “I’d been single for about four years and was quite happy in my own world,” he says. “But I was open to meeting someone and I found Emmy really engaging.”"
2022-03-01,"Culture of obstruction has sunk investigations into police misconduct, MPs say",https://www.theguardian.com/uk-news/2022/mar/01/police-culture-change-needed-in-handling-complaints-say-mps,"Poor communications and ‘opaque processes’ damaging public trust, says select committeeA culture of “obstruction and delay” has scuppered investigations into police misconduct, MPs have warned, in a damning assessment of the way complaints against the police are handled.A report by the home affairs select committee into the role of the Independent Office for Police Conduct (IOPC) found that poor communications and “opaque processes” are having a detrimental impact on complainants and officers."
2022-02-28,Israel under pressure to conclude flawed case against aid worker,https://www.theguardian.com/world/2022/feb/28/israel-under-pressure-trial-aid-worker-mohammed-el-halabi,"Latest court order raises hopes of verdict in trial of World Vision’s Mohammed El HalabiPressure is mounting on Israel to conclude the trial of a Gazan aid worker accused of funnelling relief money to Hamas in a six-year-old case widely derided by the international community as “not worthy of a democratic state”.Mohammed El Halabi, the head of the US-based charity World Vision’s Gaza office, was detained in 2016 after being accused by Israel’s Shin Bet security service of transferring $7.2m (£5.4m) a year to the Palestinian militant group in control of the Gaza Strip."
2022-03-01,‘We woke to bulldozers’: Nigeria slum clearance leaves thousands homeless,https://www.theguardian.com/global-development/2022/mar/01/we-woke-to-bulldozers-nigeria-slum-clearance-leaves-thousands-homeless,"More that 15,00 homes destroyed in Port Harcourt in government plan to ‘sanitise the waterfronts by removing shanties’The bulldozers rolled into Urualla, Port Harcourt, early on 30 January. By the end of the day, hundreds of people were homeless, their belongings scattered and lost, as government clearances of waterfront slums in the southern Nigerian city got under way.Over six days, the homes of more than 15,000 families in eight slum communities in the Diobu area of the city were destroyed. Another three neighbourhoods are earmarked to be cleared."
